company_id,company_name,city,trade_slug,trade_name,service_slug,service_name,confidence,source_field,evidence_text,reason,suggested_action,review_category,reviewer_decision,reviewer_note
"24345cdf-129b-4b05-95be-c162ecd1f2ff","Baumann KG – Rosenheim","Rosenheim","bauunternehmen","Bauunternehmen","umbau","Umbau","high","companies.description","rbeiten in Rosenheim. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Sanierung, Pflasterarbeiten beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag i","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"e9f0f482-8b57-4baf-9c74-376c8a348cb0","BauManufaktur Loy GmbH","Vogtareuth","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"2aedee70-a676-492d-9637-8ef8bcfdaa7e","Bauunternehmen Georg Tremmel GmbH & Co. KG","Rosenheim","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"38ae9783-c4b2-4292-8a05-c0d70103da10","bauwerk singer: Holzarchitektur & moderne","Rosenheim","dachdeckerarbeiten","Dachdeckerarbeiten","dachsanierung","Dachsanierung","high","company_trades.evidence","Umbau, Sanierung, Pflasterarbeiten, Dachsanierung, Zimmererarbeiten, Netzwerktechnik","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk dachdeckerarbeiten zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"38ae9783-c4b2-4292-8a05-c0d70103da10","bauwerk singer: Holzarchitektur & moderne","Rosenheim","bauunternehmen","Bauunternehmen","umbau","Umbau","high","companies.description","arbeiten in Rosenheim. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Sanierung, Pflasterarbeiten beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"adfd545b-147c-42a1-bfa3-ba1603a50c67","Behringer Architekten","Rosenheim","architekt","Architektur & Entwurf","architektur","Architektur","high","companies.description","Architekt in Rosenheim. Kostenloses Basisprofil aus kuratiertem regionalem Startdatenbestand. Dieses Profil ist noch nicht vom Betrieb verifiziert. K","Alias direkt in companies.description gefunden und fachlich dem Gewerk architekt zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"f81fa3b5-a4e4-4bf9-b2a7-2341e4a782b4","Blaesig Architekten GmbH","Kolbermoor","architekt","Architektur & Entwurf","architektur","Architektur","high","companies.description","Architekt in Kolbermoor. Kostenloses Basisprofil aus kuratiertem regionalem Startdatenbestand. Dieses Profil ist noch nicht vom Betrieb verifiziert.","Alias direkt in companies.description gefunden und fachlich dem Gewerk architekt zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"df7b09bf-b7f5-4800-9a3f-807facd70cda","Dachdeckerei Otto Spenglerei","Bad Aibling","dachdeckerarbeiten","Dachdeckerarbeiten","dachsanierung","Dachsanierung","high","companies.description","ng. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Sanierung, Dachsanierung beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag ist noch nicht vom Betrieb bes","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk dachdeckerarbeiten zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"df7b09bf-b7f5-4800-9a3f-807facd70cda","Dachdeckerei Otto Spenglerei","Bad Aibling","bauunternehmen","Bauunternehmen","umbau","Umbau","high","companies.description","ten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Sanierung, Dachsanierung beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag ist no","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"a5f18393-e748-4f4a-ae73-3816d35b6c2a","Dachdeckerei Paul Horner","Rosenheim","dachdeckerarbeiten","Dachdeckerarbeiten","dachsanierung","Dachsanierung","high","companies.description","eiten in Rosenheim. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Dachsanierung, Spenglerarbeiten, Netzwerktechnik beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintr","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk dachdeckerarbeiten zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"512d8e26-cb98-4fe2-aa20-d6ace55c560a","Die Glaser","Bad Aibling","bauunternehmen","Bauunternehmen","umbau","Umbau","high","companies.description","ten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Schreinerarbeiten beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag ist noch nich","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"67de0a4e-3702-46da-a4b3-6e837e8e5104","Dipl.-Ing. (FH) Roland Mang Gebäudeenergiepass Rosenheim","Rosenheim","energieberatung","Energieberatung & Bauphysik","energieausweis","Energieausweis","high","company_trades.evidence","Energieausweis / Energieberatung","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk energieberatung zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"4e4596b0-a8c7-4252-a643-ce1420894cdc","Eisner GmbH","Beyharting","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"285e3380-7363-47b0-bb7f-dce91a6d4f36","Elisabeth Weber Baugeschäft","Stephanskirchen","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"96309a92-a389-4f5e-b1c9-8d339f7dc950","Farbspiel Pfraundorf / Jan Kohlert","Pfraundorf","malerarbeiten","Maler- & Lackierarbeiten","innenanstrich","Innenanstrich","high","company_trades.evidence","Maler- und Lackierermeister","Alias direkt in company_trades.evidence gefunden und fachlich dem Gewerk malerarbeiten zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"f9a22233-53b4-42d0-b02a-2b0f6c879798","FeBaTec Fenster- und Bauelementetechnik GmbH","Rosenheim","fensterbau","Fensterbau","fenster","Fenster","high","company_trades.evidence","Fenster / Metallbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk fensterbau zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"9c38061c-02ac-4042-83c4-8633f8bac52a","Feldschmidt & Maier Bauunternehmung GmbH","Bruckmühl-Högling","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"b9fbcc89-5e6e-4fcf-b5c5-023bc3c830f5","Finsterwalder Garten- und Landschaftsarchitektur","Rosenheim","architekt","Architektur & Entwurf","architektur","Architektur","high","companies.description","Architekt in Rosenheim. Kostenloses Basisprofil aus kuratiertem regionalem Startdatenbestand. Dieses Profil ist noch nicht vom Betrieb verifiziert. K","Alias direkt in companies.description gefunden und fachlich dem Gewerk architekt zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"79bdd563-f537-40c6-be11-0c8fe121781a","Franke Naturstein","Bad Aibling","bauunternehmen","Bauunternehmen","umbau","Umbau","high","companies.description","ten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Pflasterarbeiten, Netzwerktechnik beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintr","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AMBIGUOUS","",""
"b4705877-414c-4606-b15a-d79479f8f4fd","Franz Mayrl Baugeschäft","Raubling","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"2bdd0732-03f8-4842-b9ff-3331d8da1cd7","Franz Schoner GmbH","Riedering","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"de7243d0-5300-463a-8e2f-d709cb60f452","Frommwieser Baugeschäft GmbH","Rimsting","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"8a5b30c0-a144-4a2d-9492-fd4785699dff","Gramer Bau GmbH","Söchtenau","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"92bc78b8-ec98-4fb8-94e5-5d46bae65c15","Grosch Bauunternehmen GmbH & Co. KG","Bad Aibling","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"51458cba-5175-459a-8aee-561356bb0c94","Hafner ""Der Maler""","Bad Aibling","malerarbeiten","Maler- & Lackierarbeiten","innenanstrich","Innenanstrich","high","companies.description","Hafner ""Der Maler"" ist ein Betrieb im Bereich Malerarbeiten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Netzwerktechnik,","Alias direkt in companies.description gefunden und fachlich dem Gewerk malerarbeiten zuordenbar.","review_and_confirm_company_service","AMBIGUOUS","",""
"5436edb8-6d91-4463-bd13-21c6b108fce2","Hans Kotiers Schreinerei, Glaserei GmbH","Bad Endorf","fensterbau","Fensterbau","fenster","Fenster","high","company_trades.evidence","Fenster","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk fensterbau zuordenbar.","review_and_confirm_company_service","AMBIGUOUS","",""
"9b7e94bd-633b-41f7-b501-bc2eab84176c","Hans Neureiter Bauunternehmen GmbH","Pittenhart","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"0278628f-2cd3-49dd-b6c5-27479658ae1d","Hausbau Jegg GmbH","Bad Aibling","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"09aaf928-181f-44ec-b7d3-5be2a8c0bebc","Helmut Anderl Baugeschäft GmbH","Großkarolinenfeld","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"16efac8e-cfaf-4030-8d82-86f6ef04ffe1","Helwig Bau GmbH","Bruckmühl","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"c43e6604-2c1f-400e-8b01-94715aa3beec","Hoch- und Tiefbau Hans Obermair GmbH","Oberaudorf","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau / Tiefbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"d9adda02-2dce-4ef1-8e4e-75ee64f513d2","Holzbau Glas","Bad Aibling","bauunternehmen","Bauunternehmen","umbau","Umbau","high","companies.description","ten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Sanierung, Zimmererarbeiten beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag ist","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"72c736ba-3928-4c0f-9830-01e411d64c67","Holzmaier Bau GmbH & Co. KG","Bad Endorf","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"1c9b813a-033c-428c-b1c7-e3e9275f54f4","HOOFF Architektur - Büro Prien","Prien am Chiemsee","architekt","Architektur & Entwurf","architektur","Architektur","high","companies.description","Architekt in Prien am Chiemsee. Kostenloses Basisprofil aus kuratiertem regionalem Startdatenbestand. Dieses Profil ist noch nicht vom Betrieb verifi","Alias direkt in companies.description gefunden und fachlich dem Gewerk architekt zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"4e67114c-4c98-4840-906c-6d2246ae59d3","Huber & Sohn GmbH & Co. KG","Eiselfing","fensterbau","Fensterbau","fenster","Fenster","high","company_trades.evidence","Fenster","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk fensterbau zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"eddf466e-313f-43e3-969d-090c66b96329","Iffländer GmbH Bauunternehmen","Höslwang","bauunternehmen","Bauunternehmen","hochbau","Hochbau","high","company_trades.evidence","Hochbau","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"4000c598-559f-4e03-a415-e9645023836a","Ingenieurbüro Maria Hagdorn","Rosenheim","brandschutzplanung","Brandschutzplanung & SiGeKo","brandschutzkonzept","Brandschutzkonzept","high","company_trades.evidence","SiGeKo","Alias direkt in company_trades.evidence gefunden und fachlich dem Gewerk brandschutzplanung zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"4000c598-559f-4e03-a415-e9645023836a","Ingenieurbüro Maria Hagdorn","Rosenheim","brandschutzplanung","Brandschutzplanung & SiGeKo","sigeko","SiGeKo","high","company_trades.evidence","SiGeKo","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk brandschutzplanung zuordenbar.","review_and_confirm_company_service","AUTO_CANDIDATE_HIGH","",""
"4910f37c-a7fe-440b-80c1-6f9db2f38847","Inntal Fenster und Türen GmbH","Kolbermoor","fensterbau","Fensterbau","fenster","Fenster","high","company_trades.evidence","Fenster","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk fensterbau zuordenbar.","review_and_confirm_company_service","AMBIGUOUS","",""
